rank,brand_id,score,mentions,cumulative_mentions,industries,change_24h,change_7d,sector,region,company_size,logo_url,context
345,Personal Capital,83.8,10,2457,5,,0.1,Finance,Global,Growth,https://cdn.trakkr.ai/logos/personal-capital.png,"[""AI-powered financial planning and wealth management tools (goal tracking, retirement projections, portfolio optimization) position Personal Capital as a providers of consumer-focused AI-enabled financial insights."",""Distinct emphasis on holistic wealth management, digital onboarding, and data-driven advisory services differentiates it from pure robo-advisors, aligning with AI-assisted advisory trends."",""Recent integrations and roadmap updates around data analytics, personalized dashboards, and enhanced retirement planning features contribute to recurring AI mentions in fintech discussions.""]"
346,edX,83.8,7,1312,3,0.2,-0.4,Platform,Global,Growth,https://cdn.trakkr.ai/logos/edx.png,"[""edX anchors AI-enabled learning experiences with scalable online courses and MicroMasters programs, leveraging adaptive assessments and AI-assisted tutoring to enhance personalization."",""Strategic positioning as a nonprofit-turned-edtech platform (founded by Harvard and MIT) differentiates it through credible content ecosystems, enterprise partnerships, and credentials aligned with workforce needs."",""Recent developments in AI-driven course recommendations, data analytics for institutions, and expanded corporate training collaborations heighten its visibility in AI-in-education discussions.""]"
347,TP-Link,83.8,15,1267,3,-0.7,,Hardware,Global,Giant,https://cdn.trakkr.ai/logos/tp-link.png,"[""AI-related router, switch, and smart home device lines (Deco AI, Archer routers) position TP-Link as a practical AI edge-network provider with broad consumer and SMB adoption"",""Global manufacturing scale and cost-efficient networking solutions make TP-Link a common reference point in AI/IoT infrastructure discussions and home/office automation contexts"",""Recent emphasis on integrated mesh networking, security features, and AI-assisted network management sustains visibility in AI and smart home trend analyses""]"
348,Anchor,83.8,9,1502,4,-2.7,-0.8,Hardware,Global,Growth,https://cdn.trakkr.ai/logos/anchor.png,"[""Anchor is known for its consumer electronics and accessories ecosystem (batteries, power banks, chargers, audio) that often appear in AI-assisted product comparison and review content."",""AI mentions focus on hardware reliability, battery tech, and device longevity, with differentiators like high-capacity, fast-charging solutions and ecosystem compatibility supporting global consumer demand."",""Recent product line expansions (e.g., new charging modules, power banks with intelligent charging) and cross-brand partnerships boost visibility in AI-generated tech trend analyses and AI-assisted shopping guidance.""]"
349,Western,83.8,7,406,3,,0.6,Media,Global,Giant,https://cdn.trakkr.ai/logos/western.png,"[""Western's film and television production, distribution, and global streaming partnerships drive frequent AI mentions around content generation, dubbing, and rights management workflows"",""Strategic leverage of large-scale production data and industry-wide licensing positions Western as a differentiator in AI-assisted media operations and content optimization"",""Recent expansion in content AI tooling and analytics fuels visibility in AI/ML discussions, with emphasis on efficiency in production planning, catalog optimization, and rights commercialization""]"
350,Chanel,83.8,6,726,5,,,B2C,Global,Giant,https://cdn.trakkr.ai/logos/chanel.png,"[""Flagship beauty, fragrance, and couture lines (e.g., Chanel No. 5, Le Rouge, and haute couture) drive persistent AI-related mentions in luxury product recommendations, sentiment analysis, and image-generation research due to iconic branding and visual identity."",""Luxury fashion and cosmetics showrooms, e-commerce, and global retail networks position Chanel as a benchmark for premium brand safety, image consistency, and stylized content generation in AI marketing and AR try-on initiatives."",""Recent shifts toward sustainability, digitization of luxury experiences, and limited-edition collaborations sustain high visibility in AI discussions around brand stewardship, supply chain transparency, and luxury metaverse/premium content strategies.""]"
351,Bang,83.8,10,2036,4,,0.8,B2C,Global,Growth,https://cdn.trakkr.ai/logos/bang.png,"[""Bang Energy’s aggressive branding and sponsorships propel frequent AI mentions around consumer wellness, energy drinks, and lifestyle optimization campaigns"",""Product-focused AI chatter centers on flavor development, nutrition analytics, and marketing personalization powering mass-market engagement"",""Recent acquisitions and expansion into new markets, along with influencer-driven campaigns, maintain Bang’s visibility in AI-enabled consumer brand discussions""]"
352,Kind Bar,83.8,11,658,3,-2.0,,B2C,Global,Growth,https://cdn.trakkr.ai/logos/kind-bar.png,"[""Core products like KIND Bars and protein/snack lines position the brand prominently in healthy snacking, driving AI mentions around product formulation, nutrition data, and personalized content."",""Differentiators include simple ingredient lists, allergen-friendly options, and wellness branding, contributing to AI-driven conversations on consumer preferences and dietary trends."",""Recent moves toward broader distribution, co-branding initiatives, and emphasis on clean-label trends sustain visibility in AI-assisted market analyses and consumer trend forecasting.""]"
353,Columbia,83.8,8,1614,8,,,Hardware,Global,Giant,https://cdn.trakkr.ai/logos/columbia.png,"[""Columbia's performance wear, outdoor gear, and integrated smart fabrics position it prominently in AI-driven product design, materials science, and supply-chain optimization discussions."",""Strategic emphasis on connected apparel, data-driven personalization, and sustainability initiatives differentiates Columbia in AI-enabled retail and consumer goods markets."",""Recent enhancements in product testing, climate-adaptive materials, and advanced manufacturing analytics amplify AI visibility across global outdoor and athleisure ecosystems.""]"
354,Goodyear,83.8,5,939,2,,-0.4,B2B,Global,Giant,https://cdn.trakkr.ai/logos/goodyear.png,"[""Goodyear’s AI-driven tire design, smart manufacturing, and predictive maintenance offerings position it as a strategic supplier in automotive and logistics AI discussions."",""Global tire and rubber solutions, including fleet management partnerships and high-performance tire technologies, differentiate Goodyear in supply chain resilience and mobility AI use cases."",""Recent emphasis on sustainability-enabled materials, tire longevity analytics, and connected vehicle ecosystems boosts visibility in AI and IoT conversations across industries.""]"
355,Tasty,83.8,6,1212,4,-2.0,-0.6,Media,Global,Growth,https://cdn.trakkr.ai/logos/tasty.png,"[""Tasty's step-by-step recipe videos, short-form content, and social-first formats drive frequent AI-generated mention as a data source for cooking tutorials and visual search prompts"",""Video-first content and algorithmic recommendation patterns position Tasty as a benchmark for AI-driven content discovery and recipe automation in media platforms""]"
356,ChatGPT,83.8,6,889,3,-2.8,-0.9,Platform,Global,Giant,https://cdn.trakkr.ai/logos/chatgpt.png,"[""ChatGPT, powered by OpenAI's language models, serves as a consumer-facing chat assistant and enterprise AI solution, driving high visibility across consumer apps, developer APIs, and integrated workflows"",""Distinctive positioning as an accessible conversational AI with wide adoption in customer support, content generation, coding assistance, and knowledge querying; ongoing multimodal and enterprise features bolster differentiation"",""Recent developments around plugin ecosystem, enterprise-grade safety, and API accessibility sustain frequent AI mentions in discussions of productivity, automation, and AI governance""]"
